rule,side,return_low,return_high,close_location,relative_volume,minimum_price,horizon,train_n,train_mean_return,train_median_return,train_win_rate,train_profit_factor,train_t_stat,train_worst_trade,train_best_trade,validation_n,validation_mean_return,validation_median_return,validation_win_rate,validation_profit_factor,validation_t_stat,validation_worst_trade,validation_best_trade,test_n,test_mean_return,test_median_return,test_win_rate,test_profit_factor,test_t_stat,test_worst_trade,test_best_trade,sample_size_pass,stable_positive,robust_score
failed_spike_cl0.30_rv3_px10,short,,,0.3,3.0,10.0,60,23,0.2776026423140494,0.4392857251848493,0.9130434782608695,4.234149592407855,2.6667470613835245,-1.729534121544597,0.8283333292273514,80,0.16623782926743394,0.288562306030366,0.7625,2.2037653658796557,2.126960088241534,-4.955121951219512,0.8622222248713175,114,0.36028408523029026,0.5728903773758807,0.8245614035087719,3.7210133430647225,4.660311642627597,-6.857825917945238,0.9671212122657082,False,False,0.5283127700520963
failed_spike_cl0.40_rv10_px5,short,,,0.4,10.0,5.0,40,33,0.21934496989417207,0.2546271578294912,0.7575757575757576,3.7867607466819253,3.099635737126814,-1.1175269515543695,0.8385333379109701,116,0.14812442262480632,0.2585039445828647,0.7155172413793104,2.1078932410032327,2.5312721603669637,-4.939878048780487,0.9265689562471179,193,0.2987668590699853,0.3946154022216797,0.8341968911917098,4.297169914707554,6.32064708855767,-6.923043974027301,0.9556060608950528,False,False,0.522340116675678
failed_spike_cl0.60_rv5_px10,short,,,0.6,5.0,10.0,60,58,0.241037775477359,0.4040664650110341,0.7931034482758621,2.937651425834089,3.1545888741410963,-2.3700001017252603,0.908401488313377,180,0.12789122667643002,0.3010875536292774,0.7333333333333333,1.687206125504027,2.0072238491522967,-6.564560716284275,0.965048923400578,286,0.40942625168360547,0.5485055497368059,0.8566433566433567,5.408412675289314,10.416235932399031,-6.857825917945238,0.9818753584400688,False,False,0.5214812655201775
failed_spike_cl0.40_rv5_px10,short,,,0.4,5.0,10.0,40,30,0.2541677539300404,0.3205976583181817,0.8,4.768422940530246,3.4692173879630226,-1.1175269515543695,0.8385333379109701,107,0.1484352868070422,0.25296296296296295,0.7009345794392523,2.1330139317653343,2.386703774571142,-4.939878048780487,0.9276223073350136,160,0.32647527668896387,0.4094284979111548,0.8625,4.3963373208266905,5.861470322630199,-6.923043974027301,0.972499999495653,False,False,0.5097248755894658
failed_spike_cl0.30_rv5_px3,short,,,0.3,5.0,3.0,60,24,0.22635184490903235,0.4128637171688467,0.875,3.119315703153844,2.138848223096088,-1.729534121544597,0.8283333292273514,94,0.15725217233981503,0.288562306030366,0.7553191489361702,2.138401863442484,2.2916542848226156,-4.955121951219512,0.8622222248713175,169,0.308648977042535,0.4362686794907299,0.7928994082840237,3.5262979766252975,5.42530565735838,-6.857825917945238,0.9671212122657082,False,False,0.5061752159526386
failed_spike_cl0.30_rv1.5_px5,short,,,0.3,1.5,5.0,60,24,0.24149002040608147,0.4304013370562146,0.875,3.261053328755652,2.2780603355913134,-1.729534121544597,0.8283333292273514,91,0.15621684028469388,0.2871246120607319,0.7472527472527473,2.094813974795365,2.200696703009193,-4.955121951219512,0.8622222248713175,157,0.3244554736519692,0.4435210910679308,0.7898089171974523,3.847630918761575,5.554940505708675,-6.857825917945238,0.9671212122657082,False,False,0.5028426106296979
failed_spike_cl0.30_rv2_px5,short,,,0.3,2.0,5.0,60,24,0.24149002040608147,0.4304013370562146,0.875,3.261053328755652,2.2780603355913134,-1.729534121544597,0.8283333292273514,91,0.15621684028469388,0.2871246120607319,0.7472527472527473,2.094813974795365,2.200696703009193,-4.955121951219512,0.8622222248713175,156,0.3228146517043389,0.43989488527933035,0.7884615384615384,3.8151839539676544,5.493700783250183,-6.857825917945238,0.9671212122657082,False,False,0.5028426106296979
failed_spike_cl0.30_rv3_px5,short,,,0.3,3.0,5.0,60,24,0.24149002040608147,0.4304013370562146,0.875,3.261053328755652,2.2780603355913134,-1.729534121544597,0.8283333292273514,91,0.15621684028469388,0.2871246120607319,0.7472527472527473,2.094813974795365,2.200696703009193,-4.955121951219512,0.8622222248713175,155,0.3226899534641015,0.4435210910679308,0.7870967741935484,3.7960574124504,5.456274954096177,-6.857825917945238,0.9671212122657082,False,False,0.5028426106296979
failed_spike_cl0.40_rv10_px10,short,,,0.4,10.0,10.0,40,30,0.2541677539300404,0.3205976583181817,0.8,4.768422940530246,3.4692173879630226,-1.1175269515543695,0.8385333379109701,103,0.14611404238150424,0.25666667568486323,0.7087378640776699,2.096483488259066,2.2824088198813395,-4.939878048780487,0.9265689562471179,141,0.31677881592504786,0.4185714285714286,0.8581560283687943,4.014583318088115,5.086903360091903,-6.923043974027301,0.9556060608950528,False,False,0.501753751933686
failed_spike_cl0.30_rv10_px10,short,,,0.3,10.0,10.0,60,22,0.27002888412185694,0.4304013370562146,0.9090909090909091,4.0091343263173895,2.485230605145679,-1.729534121544597,0.8283333292273514,76,0.15738842919210966,0.288562306030366,0.75,2.0827006334372307,1.9209962476833544,-4.955121951219512,0.8622222248713175,99,0.3303288639355537,0.5685714285714285,0.8080808080808081,3.1674829044767736,3.753515323872151,-6.857825917945238,0.9671212122657082,False,False,0.49349050938603434
