horizon_days,events,mean_forward_return,median_forward_return,pct_above_entry_open,pct_down_10pct_or_more,pct_up_10pct_or_more
1,2198,-0.019136492398111996,-0.03428682687729401,0.3953594176524113,0.30254777070063693,0.16469517743403095
2,2198,-0.027394290309391316,-0.05757984051254578,0.36942675159235666,0.402638762511374,0.19836214740673339
3,2198,-0.0366244518331728,-0.07696940678697162,0.359417652411283,0.4494995450409463,0.2211101000909918
5,2198,-0.043897078123306774,-0.09409297746095402,0.35168334849863514,0.49181073703366696,0.22202001819836215
10,2198,-0.074080920274566,-0.14968216809575607,0.32256596906278434,0.5659690627843494,0.22884440400363967
20,2198,-0.07500694477303724,-0.18977223224276418,0.2966333030027298,0.6055505004549591,0.22065514103730663
40,2198,-0.13878033595412098,-0.27050895361597116,0.27616014558689717,0.6551410373066424,0.22383985441310283
60,2198,-0.16107900765722977,-0.3358232381597474,0.2802547770700637,0.6660600545950864,0.22929936305732485
