symbol,event_date,entry_date,previous_close,entry_open,event_open,event_high,event_low,event_close,event_return,opening_gap,intraday_return,close_location,event_volume,event_dollar_volume,prior_20d_avg_dollar_volume,relative_dollar_volume,max_forward_60d_return,max_forward_60d_drawdown,forward_return_1d,above_entry_open_1d,gain_retention_1d,forward_return_2d,above_entry_open_2d,gain_retention_2d,forward_return_3d,above_entry_open_3d,gain_retention_3d,forward_return_5d,above_entry_open_5d,gain_retention_5d,forward_return_10d,above_entry_open_10d,gain_retention_10d,forward_return_20d,above_entry_open_20d,gain_retention_20d,forward_return_40d,above_entry_open_40d,gain_retention_40d,forward_return_60d,above_entry_open_60d,gain_retention_60d,consecutive_days_above_100pct_event_close,consecutive_days_above_90pct_event_close,consecutive_days_above_80pct_event_close,consecutive_days_above_70pct_event_close,days_to_5pct_breach,days_to_10pct_breach,days_to_20pct_breach,days_to_30pct_breach,days_to_40pct_breach
ACR,2020-06-08,2020-06-09,8.579999923706055,12.359999656677246,9.449999809265137,14.819999694824219,9.449999809265137,13.260000228881836,0.5454545858730377,0.10139858896214227,0.4031746557159961,0.709497299965032,2514967.0,33348462.995630264,3897954.66286273,8.555374774712883,-0.1334951184759049,-0.4611650459218115,-0.1334951184759049,0,0.4551281999031654,-0.1699028710458682,0,0.3589744007746769,-0.36165047850764476,0,-0.1474359000484173,-0.26941747703909424,0,0.09615379912848845,-0.36893200587420183,0,-0.16666659874114997,-0.4611650459218115,0,-0.4102563998063308,-0.3932038666402169,0,-0.2307691994189923,-0.43932038666402173,0,-0.35256409995158267,0,0,1,2,1.0,1.0,2.0,3.0,3.0
ACRE,2020-04-08,2020-04-09,2.6218414306640625,3.9077700499678767,2.821773160882696,3.885050066917016,2.6854555310477166,3.7078371047973633,0.41421104321257096,0.07625622506392182,0.3140096291926926,0.8522726164376587,2360400.0,8751978.702163696,3517309.490687847,2.4882594850793622,0.2802326544539864,-0.2837209883936648,-0.05465119141639918,0,0.9874480680114758,-0.10581396052787606,0,0.8033475770340962,-0.10348814438779752,0,0.8117166293889171,-0.20232553800907327,0,0.45606714034436036,-0.2093022542923323,0,0.43096261774982897,-0.12209320923447253,0,0.7447694794902125,0.1790697497497058,1,1.8284529777852714,0.03263222655598952,1,1.3015225479890653,0,3,23,60,2.0,4.0,24.0,,
ACXP,2025-10-08,2025-10-09,4.289999961853027,8.130000114440918,7.170000076293945,8.34000015258789,6.340000152587891,8.100000381469727,0.888111993821791,0.6713287039743767,0.1297071541534045,0.880000114440918,24964500.0,202212459.523201,1455923.691239357,138.88946291619678,-0.06642065857955548,-0.6937269404075557,-0.08487085455200005,0,0.8267715875171304,-0.07995081011288896,0,0.8372702640125654,-0.11931122427733365,0,0.7532807268949895,-0.12300122828088889,0,0.7454067821004612,-0.196801953519111,0,0.5879265095148402,-0.3665436626231111,0,0.22572179496004455,-0.5719557232364445,0,-0.2125983867637028,-0.6482165000200002,0,-0.3753280601740894,0,2,13,15,1.0,3.0,14.0,16.0,19.0
ACXP,2026-03-11,2026-03-12,2.9000000953674316,5.239999771118164,3.4800000190734863,6.300000190734863,3.299999952316284,6.03000020980835,1.0793103487965041,0.19999996711467993,0.7327586714823566,0.9100000135103851,107122500.0,645948697.4751949,5800032.1296441555,111.36984813820769,0.26526725267893325,-0.679389308982848,-0.04389304432874974,0,0.6741214237595302,-0.2595419305499389,0,0.3130990361795991,-0.08206103952689014,0,0.6102235711110428,-0.0057251401300709714,0,0.7380191240638834,-0.1851144718627845,0,0.4376996279451549,-0.48664118803073164,0,-0.06709266149163798,-0.5954198514961586,0,-0.249201335875246,-0.679389308982848,0,-0.38977639080292364,0,0,1,1,1.0,1.0,2.0,2.0,13.0
AD,2023-08-04,2023-08-07,8.000486373901367,15.08663170104928,11.726426806067943,16.000972487963534,11.429266062831095,15.434080123901367,0.9291427299031914,0.46571424011433615,0.31617929136903555,0.8759998321533203,7528500.0,116195472.21279144,2110588.1248664856,55.05359896789047,0.4015151009093916,-0.05272726579145948,-0.05272726579145948,0,0.8462486247044141,0.1642424460323333,1,1.2865931259852863,0.13727265928279686,1,1.2318573880057804,0.1972727354323569,1,1.3536287789838413,0.20454541446878527,1,1.3683888309576984,0.39212123962397216,1,1.749077833519443,0.2524242324645578,1,1.465559878727667,0.25696964105902476,1,1.4747848791382028,0,60,60,60,1.0,,,,
ADAM,2020-03-26,2020-03-27,2.304609537124634,3.9291695444387114,2.8335360769472935,4.193633447927406,2.8335360769472935,3.419133424758911,0.4836063852381791,0.22950809293385954,0.20666662851969408,0.4305554589739591,15037925.0,51416672.00651765,26504456.61542669,1.9399255284709749,0.6298083507301873,-0.4807690714827543,-0.08173075159625831,0,1.169491333258604,-0.23076912513702053,0,0.6440678364934973,-0.2548075255049158,0,0.5593222768240288,-0.4519230638562326,0,-0.1355936227980179,0.07692320053652035,1,1.7288138240023,-0.04807671195721919,0,1.2881361008263288,-0.03365382950221307,0,1.3389828804368753,0.24038488128617996,1,2.3050855978156233,1,1,3,4,2.0,2.0,4.0,5.0,6.0
ADCT,2024-12-06,2024-12-09,1.9199999570846558,3.299999952316284,2.069999933242798,3.1600000858306885,2.0299999713897705,3.130000114440918,0.630208429375976,0.07812498932859535,0.5120773987357365,0.9734513554411334,8898700.0,27852932.018375397,1120775.9056180716,24.851472875851492,0.054545475563070545,-0.5787878770364108,-0.027272701657507614,0,1.0661156308283852,0.054545475563070545,1,1.2892560819143077,-0.3272727088823132,0,0.24793391116662827,-0.42727272333192423,0,-0.024793361560644468,-0.40606058591872396,0,0.03305791393425382,-0.39393938518205385,0,0.06611572934844644,-0.5090909005525026,0,-0.24793381264656705,-0.44242422425276184,0,-0.06611563082838524,2,2,2,3,3.0,3.0,3.0,4.0,23.0
ADEA,2018-12-10,2018-12-11,4.252206325531006,6.238566100254986,5.93911396507238,6.318418556706736,5.692898870496735,6.112130165100098,0.4374020678163657,0.39671349657068133,0.029131651799446212,0.6702127908131372,9125340.0,55775265.880794525,3308899.027987337,16.856140187124492,0.28319987254831647,-0.09973326422855544,-0.02400000468532759,0,0.9874781536827052,-0.024533283134144046,0,0.9856894283693322,-0.05493344136901379,0,0.8837210614009383,-0.07786678411515124,0,0.8067979253145011,-0.09706664268314757,0,0.7423976610436034,0.10720002250172356,1,1.4275499590698013,0.15946635511489693,1,1.602861960501397,0.2416000261167741,1,1.8783551418353803,0,60,60,60,4.0,,,,
ADIL,2018-12-13,2018-12-14,1268.75,2281.25,1800.0,2706.25,1593.75,2600.0,1.0492610837438425,0.41871921182266014,0.4444444444444444,0.9044943820224719,46438.0,120738800.0,4875184.6875,24.765995083134992,1.2821917808219179,-0.23287671232876717,0.041095890410958846,1,0.8309859154929577,-0.23287671232876717,0,0.3615023474178404,-0.1917808219178082,0,0.431924882629108,-0.1589041095890411,0,0.48826291079812206,0.5205479452054795,1,1.6525821596244132,0.9917808219178081,1,2.460093896713615,0.29863013698630136,1,1.272300469483568,-0.005479452054794498,0,0.7511737089201878,0,1,1,1,1.0,2.0,2.0,2.0,
ADIL,2024-03-01,2024-03-04,51.0,81.5,78.25,104.25,67.5,81.5,0.5980392156862746,0.5343137254901962,0.04153354632587858,0.38095238095238093,3131204.0,255193126.0,12724298.8,20.055574771632994,-0.08588957055214719,-0.6533742331288344,-0.15644171779141103,0,0.5819672131147541,-0.14417177914110424,0,0.6147540983606558,-0.34662576687116564,0,0.07377049180327869,-0.36809815950920244,0,0.01639344262295082,-0.5153374233128835,0,-0.3770491803278688,-0.6226993865030674,0,-0.6639344262295082,-0.4815950920245399,0,-0.28688524590163933,-0.6257668711656441,0,-0.6721311475409836,0,0,2,2,1.0,1.0,3.0,3.0,7.0
ADIL,2025-06-26,2025-06-27,6.25,9.25,8.5,13.25,7.75,11.75,0.8799999999999999,0.3600000000000001,0.38235294117647056,0.7272727272727273,11297140.0,132741395.0,1983313.2,66.92911386865171,0.7027027027027026,-0.18918918918918914,-0.08108108108108103,0,0.4090909090909091,-0.18918918918918914,0,0.22727272727272727,-0.1351351351351351,0,0.3181818181818182,-0.10810810810810811,0,0.36363636363636365,0.054054054054053946,1,0.6363636363636364,0.3783783783783783,1,1.1818181818181819,0.027027027027026973,1,0.5909090909090909,-0.08108108108108103,0,0.4090909090909091,0,0,0,1,1.0,1.0,1.0,2.0,
ADMA,2020-03-19,2020-03-20,1.5,2.3499999046325684,1.5499999523162842,2.3550000190734863,1.5360000133514404,2.109999895095825,0.40666659673055006,0.03333330154418945,0.36129029677884184,0.7008545515678423,3792500.0,8002174.602150917,7962264.68911171,1.0050123821045265,0.40000004058188754,-0.0425531526343631,-0.0425531526343631,0,1.2295084081648606,0.30212768806813384,1,2.5573773951788628,0.22553201332628015,1,2.2622956586314382,0.3234042643853152,1,2.639344544219814,0.10212766777719007,1,1.7868854124935265,0.14468092186627168,1,1.9508201014256261,0.11489361356749894,1,1.8360657019180973,0.3148936338584427,1,2.6065576846034335,60,60,60,60,,,,,
ADT,2020-08-03,2020-08-04,7.4930925369262695,11.731345604207132,12.088160779822955,14.977482419841671,11.461560436105637,11.731346130371094,0.5656214136631217,0.6132405572534971,-0.02951769553292516,0.07673255991271484,187405000.0,2198512921.562195,11429824.220421314,192.34879549890013,-0.05192867862467965,-0.46684912618731855,-0.05267055701656698,0,0.8542095181262659,-0.05192867862467965,0,0.8562630129489882,-0.10830826598763699,0,0.7002061820409884,-0.11498500892895724,0,0.6817251786682256,-0.14540031584684865,0,0.5975366162698624,-0.2099406468133992,0,0.4188911172960473,-0.3774941580167793,0,-0.044891453469755954,-0.46684912618731855,0,-0.2922230465303566,0,2,19,30,1.0,3.0,20.0,31.0,53.0
ADVB,2026-04-07,2026-04-08,4.420000076293945,6.099999904632568,7.135000228881836,7.590000152587891,6.039999961853027,6.519999980926514,0.4751130923946416,0.6142534175846321,-0.08619484628267515,0.30967739355303936,14958000.0,97526159.71469879,1273080.92523098,76.60641030891594,0.1803278560377004,-0.3918032629263716,0.03934430355860452,1,0.9142857921366824,0.09672133800196003,1,1.0809524209591286,0.08196721439623,1,1.0380952034948079,0.03442623630001873,1,0.8999999772934676,-0.17540978877911473,0,0.29047626724589515,0.1245902034038826,1,1.161904841918257,-0.28032787948870863,0,-0.0142858148432148,-0.18196723784723812,0,0.2714284384331675,0,6,6,26,7.0,7.0,7.0,27.0,35.0
AEHL,2019-01-15,2019-01-16,10368.0,15408.0,10368.0,15696.0,9936.0,14616.0,0.4097222222222223,0.0,0.4097222222222223,0.8125,695.0,10158120.0,3713140.8,2.7357217372419598,-0.028037383177570097,-0.2429906542056075,-0.2289719626168224,0,0.3559322033898305,-0.028037383177570097,0,1.0847457627118644,-0.13551401869158874,0,0.6949152542372882,-0.21962616822429903,0,0.3898305084745763,-0.14953271028037385,0,0.6440677966101694,-0.15887850467289721,0,0.6101694915254238,-0.22429906542056077,0,0.3728813559322034,-0.17757009345794394,0,0.5423728813559322,0,0,45,60,1.0,1.0,46.0,,
AEHL,2024-07-10,2024-07-11,868.7999877929688,1365.5999755859375,852.0,1377.5999755859375,852.0,1310.4000244140625,0.5082873421106966,-0.01933700279582895,0.5380281976690875,0.8721462056824476,7888.0,10336435.392578125,1105794.2396759032,9.347521466206612,0.04745170619992223,-0.8734622099142799,0.04745170619992223,1,1.2717391078999472,-0.11247801576741567,0,0.7771738762365803,-0.09138834870311463,0,0.8423913727034937,-0.36028120152015797,0,0.010869536673266369,-0.298769776870375,0,0.20108691220322936,-0.5500878475408275,0,-0.5760868258196934,-0.6748681839940038,0,-0.9619564143230813,-0.8734622099142799,0,-1.576086791266279,1,3,3,4,2.0,4.0,4.0,5.0,20.0
AEHL,2025-04-09,2025-04-10,13.079999923706055,19.31999969482422,13.5600004196167,50.459999084472656,13.5600004196167,26.700000762939453,1.0412844739049771,0.036697285834130344,0.9690265440046486,0.35609758316434476,6933833.0,185133346.39009476,2586640.655583763,71.57288972105526,0.09316776256944737,-0.4006211124936866,-0.05590061805204816,0,0.3788545910032807,-0.12111802223344603,0,0.28634356668290667,0.06211184171296491,1,0.546255512160187,-0.10559001244317934,0,0.3083700810679135,-0.10248444997474637,0,0.31277532792880575,-0.19254655135170995,0,0.18502204864074812,-0.3167701854156144,0,0.008810563741920902,0.09316776256944737,1,0.590308400889928,0,0,0,0,1.0,1.0,1.0,1.0,7.0
